pubmed_id,question,paragraph,prediction,gold_label,is_correct,t_embed,t_graph,t_llm,t_total
25445624,Does promoter variant rs2301228 on the neural cell adhesion molecule 1 gene confer risk of schizophrenia in Han Chinese?,"The promoter variant rs2301228 is associated with schizophrenia and plays a role in the transcriptional regulation of the ncam1 gene, which is involved in neural development and neuronal connectivity. The risk allele rs2301228-a significantly down-regulates ncam1 gene transcription and reduces serum ncam1 levels, as demonstrated by luciferase reporter assays and measurements in patients and healthy controls. This variant was validated in a replication cohort and linked to developmental changes at the transcriptional level of ncam1. A two-stage association analysis in Han Chinese cohorts confirmed its genetic association with schizophrenia. Overall, rs2301228 influences ncam1 expression and serum levels, contributing to schizophrenia risk in Han Chinese individuals.",yes,yes,True,0.09,0.13,1.86,2.08
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,"Serum nitric oxide levels were significantly higher in patients with rheumatoid arthritis compared to controls, and these levels showed a highly significant positive correlation with disease activity score 28 (r=0.85). Patients with active disease had higher nitric oxide levels (mean 82.38 ± 20.46) than those without active disease (mean 35.53 ± 7.15), and nitric oxide levels were higher in patients with active disease compared to inactive disease. Additionally, serum nitric oxide levels correlated positively with markers of inflammation and disease severity, including erythrocyte sedimentation rate (r=0.83), c-reactive protein (r=0.76), morning stiffness (r=0.45), and the sharp radiological score (r=0.43). These findings suggest that higher nitric oxide levels are associated with increased disease activity in Egyptian rheumatoid arthritis patients.",yes,yes,True,0.13,0.17,2.32,2.62
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,"Pronounced phosphorylation and expression of syk were observed in b cells from systemic lupus erythematosus (sle) patients, and this phosphorylation is influenced by syk activity, which correlates with increased traf6 expression. The levels of traf6 expression are significantly over-expressed in b cells of sle patients and are influenced by syk phosphorylation, with a significant correlation between traf6 expression and syk phosphorylation. Additionally, traf6 acts through cd40/toll-like receptor (tlr) pathways and is involved in b-cell activation, which is associated with the disease activity score. Levels of syk phosphorylation also correlate with disease severity, indicating that increased syk phosphorylation may lead to overexpression of traf6 in peripheral B cells of sle patients.",yes,yes,True,0.07,0.2,2.18,2.45
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,"The study aimed to determine the reasons for extracting erupted third molars in a sample of Mexican patients. The patients underwent a total of 150 third molar extractions, with the reasons classified as prosthetic (44.0%), orthodontic (24.7%), dental caries (20.0%), and periodontal disease (11.3%). The reasons for extraction were influenced by age, with variations observed across different age groups, and no significant differences were found based on gender or tooth number. The data was analyzed using statistical methods, including the chi-squared test, to evaluate these reasons. Overall, the study focused on understanding the factors leading to third molar extractions in this population.",yes,yes,True,0.09,0.23,2.24,2.56
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,"The information indicates that the through-focus curve of keratoprosthesis eyes is an important measure of their visual performance, and the necessary keratoprosthesis inventories help determine this curve. The results show good agreement between the keratoprosthesis eyes and control eyes with fixed pupils, suggesting that the keratoprosthesis provides a consistent through-focus curve. Since the through-focus curve is related to the visual focus at different depths, this implies that the Boston keratoprosthesis offers a wide depth of focus, allowing for effective vision across various distances. Therefore, the Boston keratoprosthesis does provide a wide depth of focus based on its through-focus curve performance.",yes,yes,True,0.09,0.1,2.37,2.56
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,"Larger food portions increase eating rate up to approximately 540 grams, with the effect being non-linear and leading to longer meal durations, as meal duration increases by 22.5% for every 100 grams increase in portion size. They also decrease the deceleration rate, which is the reduction in eating speed, by 20%. Larger portions tend to increase the quantity of food consumed and influence parameters related to meal eating. However, the mechanism behind how larger portions lead to increased intake remains unclear. Overall, larger portion sizes are associated with increased bite size and eating rate, but the exact underlying process is not fully understood.",yes,yes,True,0.07,0.14,2.05,2.25
25448648,Are routine preoperative restaging CTs after neoadjuvant chemoradiation for locally advanced rectal cancer low yield : a retrospective case study?,"Pre-operative restaging computed tomography (ct) scans are often performed routinely following neoadjuvant chemoradiotherapy for locally advanced rectal cancer. Despite this routine practice, there is a lack of data on the utility of these scans in identifying disease progression or regression that alters management. The study examined data from a retrospective review of patients with rectal adenocarcinoma who completed neoadjuvant chemoradiation, with 91% undergoing restaging ct scans. Although some patients had new lesions or suspicious findings, restaging ct scans did not result in any change in surgical management. Therefore, the yield of routine pre-operative restaging ct scans after neoadjuvant chemoradiation appears low in influencing treatment decisions.",yes,yes,True,0.1,0.29,2.28,2.66
25445712,Does pancreatic polypeptide regulate glucagon release through PPYR1 receptors expressed in mouse and human alpha-cells?,"The ppyr1 receptor inhibits glucagon release, as demonstrated in isolated mouse pancreatic islets, and is expressed in alpha-cells of both mouse and human islets. The effects of pancreatic polypeptide on glucagon secretion are influenced by the activity of the ppyr1 receptor, which modulates this hormone's secretion. Glucose stimulation increases pancreatic polypeptide release and reveals ppyr1 expression, which is present in alpha-cells, suggesting a regulatory role. The receptor's activity is associated with the inhibition of glucagon secretion, indicating that pancreatic polypeptide may regulate glucagon release through PPYR1 receptors in both mouse and human alpha-cells.",yes,yes,True,0.08,0.23,2.25,2.56
25440267,Is increased time from neoadjuvant chemoradiation to surgery associated with higher pathologic complete response rates in esophageal cancer?,"The impact of the timing of surgery on pathologic complete response rates in esophageal cancer was examined through a retrospective review of patients who underwent neoadjuvant chemoradiation and esophagectomy, with the timing significantly affecting the response to therapy. The interval between chemoradiation completion and surgery was identified as an important predictor of pathologic response, with a longer interval associated with higher complete response rates. This relationship was statistically significant and consistent across data from 2000 to 2011. Additionally, the study found that an increasing time interval from the end of neoadjuvant chemoradiation to surgery was related to a longer hospital stay, although no association was observed with stays longer than two weeks. Therefore, increased time from neoadjuvant chemoradiation to surgery appears to be associated with higher pathologic complete response rates in esophageal cancer.",yes,yes,True,0.06,0.23,2.52,2.81
25440261,Is epileptic focus localization based on resting state interictal MEG recordings feasible irrespective of the presence or absence of spikes?,"The focus was correctly localized based on maximum interictal information inflow in the presence or absence of interictal epileptic spikes in the data, indicating that epileptogenic focus localization is possible based on resting state connectivity analysis of magnetoencephalographic data. This analysis relies on methods such as generalized partial directed coherence and multivariate autoregressive models, which do not depend solely on the presence of spikes. Therefore, epileptic focus localization based on resting state interictal MEG recordings is feasible irrespective of whether spikes are present or absent.",yes,yes,True,0.09,0.09,1.76,1.95
25432826,Does seminal Helicobacter pylori treatment improve sperm motility in infertile asthenozoospermic men?,"A study involving 223 infertile men with asthenozoospermia found that treatment for Helicobacter pylori resulted in improvements in both progressive and nonprogressive sperm motility. The treatment aimed to reduce high levels of helicobacter pylori iga antibodies in seminal fluid, which were initially present in a subset of men. After treatment, the mean levels of these antibodies significantly decreased from 1.55 ± 0.4 to 0.52 ± 0.26, with a p value of .001, and this decrease was associated with an improvement in sperm motility. The decrease in helicobacter pylori iga antibody levels was significantly correlated with enhanced sperm motility, indicating that seminal Helicobacter pylori treatment can improve sperm motility in infertile asthenozoospermic men.",yes,yes,True,0.07,0.21,2.64,2.92
25447994,Does a migrating ciliary gate compartmentalize the site of axoneme assembly in Drosophila spermatids?,"The development of the axoneme in drosophila spermatids depends on proteins that make up the ciliary gate and transition zone, which contain structures essential for their function. A conserved module of transition zone proteins, including centrosomal protein 290 (cep290), forms a ciliary gate that continuously migrates away from the centriole to compartmentalize the growing axoneme tip. This module also contains a specialized gate located at the base of the cilium in the transition zone. The ciliary gate functions to regulate entry into the ciliary compartment and is involved in compartmentalizing the axoneme. Therefore, the migrating ciliary gate in drosophila spermatids does indeed compartmentalize the site of axoneme assembly.",yes,yes,True,0.08,0.12,2.15,2.36
25453030,Is individual Public Transportation Accessibility Positively Associated with Self-Reported Active Commuting?,"The study found that individual public transportation accessibility is positively associated with self-reported active commuting, especially among respondents above 29 years of age, and this association is influenced by factors such as age, gender, and commute distance. Public transportation accessibility, calculated using a multi-modal network in a geographic information system, facilitates the use of public transportation and encourages active commuting, with women with high accessibility having significantly higher odds of active commuting. The association between accessibility and active commuting was not statistically significant for men and women with low accessibility, and it was also not significant when considering distance to work or study location. Overall, improved public transportation accessibility is linked to higher rates of active commuting, which can reduce the risk of chronic disease. The relationship is further modifiable through characteristics of public transportation that can be adjusted to promote active commuting behaviors.",yes,yes,True,0.07,0.2,2.49,2.76
25444989,Is congenital penile pathology associated with abnormal development of the dartos muscle : a prospective study of primary penile surgery at a tertiary referral center?,"Tissue samples were collected from 113 children undergoing primary penile surgery for hypospadias, epispadias, or buried penis. The study involved a prospective analysis of these cases at a tertiary referral center. Although the outline does not explicitly mention the dartos muscle, the focus on primary penile surgery for congenital conditions suggests an investigation into developmental abnormalities. Therefore, the study likely examines whether congenital penile pathologies are associated with abnormal development of structures such as the dartos muscle. However, based solely on the provided outline, a direct link between congenital penile pathology and dartos muscle development cannot be definitively confirmed.",maybe,yes,False,0.11,0.05,2.1,2.25
25444981,Is δNp63 expression a protective factor of progression in clinical high grade T1 bladder cancer?,"The study aimed to evaluate the role of total p63, p53, and δNp63 expression in cases of clinically high grade T1 bladder cancer progression. It analyzed 134 tumors, including 49 with stage T1, and found that molecular markers can help improve decision making by providing individualized, risk stratified information. The main goal was to assess whether δNp63 expression is a protective factor of progression, but the outline does not specify a direct conclusion on δNp63's protective role. However, identifying molecular markers like δNp63 is considered crucial for understanding tumor progression and guiding treatment decisions. Therefore, based on the outline, δNp63 expression's role as a protective factor remains to be explicitly determined, but its evaluation is important for risk stratification.",maybe,yes,False,0.08,0.23,2.39,2.7
25436308,Do high levels of procalcitonin in the early phase after pediatric liver transplantation indicate poor postoperative outcome?,"High procalcitonin levels are associated with worse outcomes in pediatric liver transplant recipients, including longer stays in the pediatric intensive care unit and longer durations of mechanical ventilation. Elevated procalcitonin levels on postoperative day 2 are linked to higher international normalized ratio values and increased morbidity, indicating potential complications. These levels are correlated with the elevation of serum aminotransferases, which reflect liver function issues, and with peak serum lactate levels, further suggesting a poorer prognosis. Although procalcitonin elevation is relevant for early postoperative assessment, there is no direct evidence linking high procalcitonin levels immediately after transplantation to poor postoperative outcomes.",maybe,yes,False,0.08,0.22,2.15,2.44
25436304,Is decreased expression of liver-type fatty acid-binding protein associated with poor prognosis in hepatocellular carcinoma?,"The expression of liver-type fatty acid-binding protein (l-fabp) in hepatocellular carcinoma (hcc) is significantly associated with prognosis, with low l-fabp expression linked to a worse outcome. Patients with high l-fabp expression showed a better prognosis than those with low expression, with a p-value of 0.008, and low l-fabp expression is associated with recurrence (p-value of 0.004). Immunohistochemistry analysis revealed that 47% of hcc samples exhibited weak or no immunoreactivity of l-fabp, which correlates with a higher recurrence rate. Additionally, decreased l-fabp expression is associated with patients who have low l-fabp levels, indicating its potential as a prognostic biomarker. Therefore, decreased expression of liver-type fatty acid-binding protein is associated with poor prognosis in hepatocellular carcinoma.",yes,yes,True,0.07,0.22,2.52,2.81
25446283,Does ephrin type-B receptor 4 activation reduce neointimal hyperplasia in human saphenous vein in vitro?,"Stimulation of eph-b4 with ephrin-b2 has been shown to prevent neointimal hyperplasia in murine vein grafts, and the study investigates whether eph-b4 in adult human veins can similarly prevent neointimal hyperplasia in vitro. Human saphenous veins were treated with ephrin-b2/fc, which can activate eph-b4 signaling pathways, and this activation was examined with immunofluorescence. The application of ephrin-b2/fc at 2 micrograms per milliliter stimulated phosphorylation of eph-b4 and increased nitric oxide release from human umbilical vein endothelial cells. The effects of ephrin-b2/fc on these cells were analyzed using quantitative polymerase chain reaction, western blot, immunoassays, and nitric oxide release measurements. The study aims to determine whether eph-b4 activation can reduce neointimal hyperplasia in human saphenous veins in vitro.",maybe,yes,False,0.06,0.16,2.86,3.07
25438665,Are low serum levels of vitamin D associated with post-stroke depression?,"Low serum levels of vitamin D are associated with patients experiencing post-stroke depression, with significantly lower vitamin D levels observed in these patients compared to stroke patients without depression and healthy controls. The research indicates that vitamin D deficiency, particularly levels of 37.1 nanomoles per liter or less, is strongly linked to an increased risk of post-stroke depression, with an odds ratio of 8.824 and a p-value of 0.004. Conversely, higher vitamin D levels of 64.1 nanomoles per liter or more are associated with a reduced risk, with an odds ratio of 0.127 and a p-value of 0.020. These findings suggest that low serum vitamin D levels are significantly correlated with the development of post-stroke depression.",yes,yes,True,0.07,0.26,2.47,2.8
25447851,Are polymorphisms near TBX5 and GDF7 associated with increased risk for Barrett 's esophagus?,"The risk of Barrett's esophagus has been associated with single nucleotide polymorphisms on chromosome 6p21 within the human leukocyte antigen (hla) region, including SNP rs3072, which has an odds ratio of 1.14 and a highly significant p-value of 1.8×10^(-11). Additionally, SNP rs2701108, located on chromosome 12q24.21, has an odds ratio of 0.90 and a p-value of 7.5×10^(-9), and has been associated with SNPs near the foxf1 gene on chromosome 16q23. The SNP rs3784262, with an odds ratio of 0.90 and a p-value of 3.72×10^(-9), is also associated with Barrett's esophagus and esophageal adenocarcinoma. These findings suggest that polymorphisms near TBX5 and GDF7 are not specifically mentioned as associated with increased risk for Barrett's esophagus in the provided data.",no,yes,False,0.07,0.27,3.14,3.48
25435286,"Does danzhi Xiaoyao San ameliorate depressive-like behavior by shifting toward serotonin via the downregulation of hippocampal indoleamine 2,3-dioxygenase?","Danzhi Xiaoyao San (dxs) influences depressive-like behavior by shifting the balance from the kynurenine pathway to the serotonin pathway through downregulation of hippocampal indoleamine 2,3-dioxygenase (ido). It exerts its effects by downregulating the activity of ido and the subsequent production of kynurenine (kyn) in the hippocampus, which contributes to its therapeutic effects. Additionally, dxs upregulates hippocampal contents of tryptophan and serotonin, and shifts the kynurenine to serotonin pathway toward the serotonin pathway through the downregulation of ido. It also significantly increases the number of crossings on the grid, sucrose consumption, and body weight in rats with depressive-like behavior. Overall, dxs treats depressive-like behavior by modulating neurochemical levels in the hippocampus, primarily through downregulating ido and promoting serotonin pathway activity.",yes,yes,True,0.17,0.15,2.76,3.07
25429340,Is p63 more sensitive and specific than 34βE12 to differentiate adenocarcinoma of prostate from cancer mimickers?,"The study found that both p63 and 34βE12 were negative in all prostate adenocarcinoma specimens, indicating that neither marker is sensitive for detecting prostate adenocarcinoma. p63 is used for differentiating benign prostate hyperplasia from prostate adenocarcinoma, as it is expressed in benign conditions but absent in adenocarcinoma, and it is expressed in benign prostate hyperplasia and high-grade intraepithelial neoplasia. 34βE12 can help differentiate prostate adenocarcinoma from benign prostate lesions and hyperplasia, but it was also negative in all prostate adenocarcinoma specimens. Since both markers are absent in prostate adenocarcinoma, neither is more sensitive or specific than the other for differentiating prostate cancer from mimickers. Therefore, neither p63 nor 34βE12 is more sensitive or specific than the other in this context.",no,yes,False,0.06,0.25,2.59,2.9
25451441,Does poor sleep predict symptoms of depression and disability retirement due to depression?,"The onset of poor sleep predicts incident symptoms of depression and increases the risk of disability retirement due to depression, with odds ratios of 2.9, 4.5, and 9.5, indicating a strong association. Poor sleep between 1975 and 1981 was particularly predictive, with an odds ratio of 4.5 for incident depression. Persistent poor sleep also significantly increases the risk of depression, with an odds ratio of 9.5, and raises the likelihood of disability retirement, with an odds ratio of 2.7. These findings suggest that poor sleep is a predictor of both depression symptoms and disability retirement due to depression.",yes,yes,True,0.06,0.2,2.35,2.61
25434319,Are phospholipase C epsilon 1 ( PLCE1 ) haplotypes associated with increased risk of gastric cancer in Kashmir Valley?,"Variants of phospholipase c epsilon 1 (plce1) are associated with an increased susceptibility to gastric cancer, as they have been analyzed for their association with gastric cancer risk using p values, which were statistically significant (p values of 0.001, 0.011, and 0.011). The haplotypes a2274223c3765524t7922612, g2274223c3765524t7922612, and g2274223t3765524c7922612 conferred high risk for gastric cancer with odds ratios of 6.29, 3.23, and 5.14, respectively, and had higher frequencies in gastric cancer patients. These haplotypes and specific SNPs are associated with gastric cancer, with the p values indicating statistically significant associations. The study involved genotyping of gastric cancer patients from Kashmir Valley to investigate these genetic factors.",yes,yes,True,0.06,0.15,2.52,2.74
25448803,Is tGFBI Expression in Cancer Stromal Cells Associated with Poor Prognosis and Hematogenous Recurrence in Esophageal Squamous Cell Carcinoma?,"Higher expression levels of transforming growth factor-beta-induced protein (TGFBI) are associated with increased migration and invasion capacity in esophageal squamous cell carcinoma (ESCC) cells, and its localization is mainly in stromal cells of ESCC. The high TGFBI expression group, which had higher transforming growth factor-beta 1 (TGFB1) levels, was linked to more frequent hematogenous recurrence and was identified as an independent prognostic factor for poor prognosis. Immunohistochemical studies and real-time PCR confirmed that TGFBI is overexpressed in ESCC tissues compared to normal tissues. Suppression of TGFBI in fibroblasts inhibited the migration and invasion of ESCC cells, indicating its role in promoting tumor progression. Therefore, TGFBI expression in cancer stromal cells is associated with poor prognosis and hematogenous recurrence in ESCC.",yes,yes,True,0.12,0.14,2.79,3.05
25437817,Are autoimmune features associated with chronic antibiotic-refractory pouchitis?,"Dysregulated immune features are associated with chronic antibiotic-refractory pouchitis, with immune markers such as microsomal antibodies and tissue infiltration by igg4-expressing plasma cells being significant risk factors. The expression of microsomal antibody has a p value of 0.02 and an odds ratio of 6.8, while increased tissue infiltration by igg4-expressing plasma cells has a p value of 0.0001 and an odds ratio of 9.6. Autoimmune thyroid disease is more frequent among patients with chronic antibiotic-refractory pouchitis, occurring in 87% of these patients and showing a significant association with a p value of 0.003. Additionally, patients with igg4 histology and at least one immune marker are more prevalent in the chronic pouchitis group, with 87% showing immune marker presence compared to 60% in non-refractory cases. These findings suggest that autoimmune features are indeed associated with chronic antibiotic-refractory pouchitis.",yes,yes,True,0.1,0.3,2.59,2.99
25439493,Does identical ATP1A3 mutation cause alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism phenotypes?,"The atp1a3 gene mutation found in a child with alternating hemiplegia of childhood is identical to the mutation found in three cases of adult-onset rapid-onset dystonia parkinsonism, indicating that the same mutation can be associated with both phenotypes. The child with alternating hemiplegia of childhood tested positive for an atp1a3 gene mutation, which is similar to the mutation found in rapid-onset dystonia parkinsonism, although these are considered separate movement disorders with different dominant mutations in the atp1a3 gene. Both disorders are associated with mutations in the atp1a3 gene, which encodes a subunit of the sodium-potassium transporter atpase. The mutation in the child with alternating hemiplegia of childhood had not been previously described in such cases, reflecting unique genetic factors. Therefore, an identical atp1a3 mutation can be linked to both alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism phenotypes.",yes,yes,True,0.1,0.12,2.66,2.89
25450181,Does metabolic control analysis of the Trypanosoma cruzi peroxide detoxification pathway identify tryparedoxin as a suitable drug target?,"Metabolic control analysis was applied to the tryparedoxin-dependent peroxide detoxification pathway in trypanosoma cruzi to quantitatively prioritize drug targets by identifying its flux-controlling enzymes. The analysis established that the redox pairs txn-txnpx and txn-gpxa control 90-100% of the pathway flux, with trypanothione reductase (tryr) controlling approximately 10%. Tryparedoxin (txn) was found to be less efficient due to its high apparent km for trypanothione and low vmax values, indicating limited control over flux. The pathway in trypanosoma cruzi was reconstituted in vitro using enzyme activity ratios and fluxes, and enzyme and substrate titrations were performed to determine their control on flux. Overall, the analysis suggests that tryparedoxin is a key enzyme in the pathway, making it a potential drug target.",maybe,yes,False,0.05,0.26,2.37,2.68
25450186,Is basal Flt1 tyrosine kinase activity a positive regulator of endothelial survival and vascularization during zebrafish embryogenesis?,"The effects of vri and calycosin on angiogenesis and vessel formation were studied in human umbilical vein endothelial cells and transgenic zebrafish expressing fli-1:egfp, indicating their role in vascular development. Vri treatment caused blood vessel loss, which was impeded by calycosin co-treatment, and this vessel loss was not observed in zebrafish embryos injected with flt1 morpholino. The activity of flt1 tyrosine kinase was affected by calycosin, which competed with vri for the kinase domain without affecting ATP binding. Since vascular endothelial growth factor (vegf) triggers angiogenesis and flt1 is a decoy receptor for vegf, the regulation of flt1 activity influences endothelial survival and vascularization. Therefore, basal Flt1 tyrosine kinase activity appears to be a positive regulator of endothelial survival and vascularization during zebrafish embryogenesis.",yes,yes,True,0.09,0.17,2.61,2.87
25449231,Do immunizations with hepatitis B viral antigens and a TLR7/8 agonist adjuvant induce antigen-specific immune responses in HBV-transgenic mice?,"The immunization with hepatitis B viral antigens conjugated with a TLR7/8 agonist, such as cl097, induces antigen-specific immune responses in HBV-transgenic mice, as evidenced by the generation of serum detectable antibodies against hepatitis B surface antigen in 76.9% of the mice. Splenocytes from these immunized mice contain hepatitis B surface antigen-specific interferon gamma-producing CD4-positive and CD8-positive T-cells, indicating a cellular immune response. Additionally, na\u00efve normal mice that received splenocytes from immunized mice generated immediate recall immune responses, further supporting the induction of antigen-specific immunity. The immunization strategy was effective across different HBV-transgenic colonies, demonstrating its capacity to evoke both humoral and cellular immune responses. Therefore, hepatitis B viral antigens combined with a TLR7/8 agonist adjuvant do induce antigen-specific immune responses in HBV-transgenic mice.",yes,yes,True,0.08,0.33,2.77,3.17
