pubmed_id,question,paragraph,prediction,gold_label,is_correct,t_embed,t_graph,t_llm,t_total
25445624,Does promoter variant rs2301228 on the neural cell adhesion molecule 1 gene confer risk of schizophrenia in Han Chinese?,"The promoter variant rs2301228 is associated with schizophrenia and plays a role in developmental changes at the transcriptional level of ncam1, significantly down-regulating ncam1 gene transcription and mrna levels. It was validated in a replication cohort and compared with alleles in case and control samples, with the risk allele rs2301228-a linked to lower serum levels of ncam1. The variant was also measured in healthy donors and associated with serum levels of ncam1, which are involved in neural development. A two-stage association analysis in Han Chinese cohorts confirmed its genetic connection to schizophrenia. Additionally, lower serum levels of ncam1 were observed in individuals with schizophrenia, indicating that this variant may confer risk by affecting ncam1 expression and neural development.",yes,yes,True,0.04,0.13,2.29,2.46
25445628,Are [ Higher nitric oxide levels associated with disease activity in Egyptian rheumatoid arthritis patients ]?,"Serum nitric oxide levels were significantly higher in patients with rheumatoid arthritis compared to controls and were higher in patients with active disease than in those without active disease. These levels showed a highly significant positive correlation with disease activity score 28, morning stiffness, the degree of arthritis, and radiological scores, indicating an association with disease activity. Additionally, serum nitric oxide levels correlated positively with markers of inflammation such as erythrocyte sedimentation rate, c-reactive protein, and platelet count. The elevated nitric oxide levels in patients with active disease suggest that higher nitric oxide levels are associated with increased disease activity in Egyptian rheumatoid arthritis patients.",yes,yes,True,0.11,0.16,2.39,2.67
25432781,Does increased Syk phosphorylation lead to overexpression of TRAF6 in peripheral B cells of patients with systemic lupus erythematosus?,"Pronounced phosphorylation and expression of syk were observed in b cells from systemic lupus erythematosus (sle) patients, and this phosphorylation is influenced by syk activity, which correlates with increased traf6 expression. The levels of traf6 expression are significantly over-expressed in b cells of sle patients and are influenced by syk phosphorylation, with a significant correlation between traf6 expression and syk phosphorylation. Additionally, traf6 acts through pathways involving cd40/toll-like receptor (tlr) and is involved in b-cell activation, which is associated with the disease activity score. Levels of syk phosphorylation also correlate with disease activity, indicating that increased syk phosphorylation is linked to overexpression of traf6 in peripheral B cells of sle patients.",yes,yes,True,0.12,0.19,1.94,2.25
25429481,Are reasons why erupted third molars extracted in a public university in Mexico?,"The study aimed to determine the reasons for extracting erupted third molars in a sample of Mexican patients. The patients underwent a total of 150 third molar extractions, with the reasons classified as prosthetic (44.0%), orthodontic (24.7%), dental caries (20.0%), and periodontal disease (11.3%). The reasons for extraction were influenced by age, with variations observed across different age groups, and no significant differences were found based on gender or tooth number. The data was analyzed using statistical methods, including the chi-squared test, to evaluate these reasons. Overall, the study focused on understanding the factors leading to third molar extractions in this population.",yes,yes,True,0.1,0.2,1.96,2.26
25424372,Does the Boston keratoprosthesis provide a wide depth of focus?,"The information indicates that the through-focus curve of keratoprosthesis eyes is an important measure of their visual performance, and the necessary keratoprosthesis inventories help determine this curve. The results show good agreement between the keratoprosthesis eyes and control eyes with fixed pupils, suggesting that the keratoprosthesis provides a consistent through-focus curve. Since the through-focus curve is related to the visual performance and quality, and the inventories are used to assess refractive power steps from positive 5.00 dioptres to negative 5.00 dioptres, it implies that the keratoprosthesis offers a wide depth of focus. Therefore, the Boston keratoprosthesis provides a wide depth of focus, as evidenced by the comparable through-focus curves and the range of refractive power steps it accommodates.",yes,yes,True,0.06,0.08,2.09,2.24
25449410,Do large portion sizes increase bite size and eating rate in overweight women?,"Larger food portions increase eating rate in a non-linear manner, with the effect rising up to approximately 540 grams. They also lead to longer meal durations, with meal time increasing by 22.5% for every 100 grams of additional food. Larger portions affect parameters related to meal eating, such as deceleration rate, which decreases by 20% as portion size increases. Although larger food portions lead to increased food intake, the mechanism behind this effect remains unclear. Overall, larger portion sizes tend to increase bite size and eating rate in overweight women, but the precise underlying processes are not fully understood.",yes,yes,True,0.08,0.14,1.9,2.12
25448648,Are routine preoperative restaging CTs after neoadjuvant chemoradiation for locally advanced rectal cancer low yield : a retrospective case study?,"Pre-operative restaging computed tomography (ct) scans are often performed routinely following neoadjuvant chemoradiotherapy for locally advanced rectal cancer, but there is a lack of data on their utility. The study aimed to assess how often these scans identified disease progression or regression that altered management in patients with rectal cancer. Despite performing restaging ct scans, the scans did not result in any change in surgical management for the patients. The data examined in the retrospective study from 2007 to 2011 suggests that routine pre-operative restaging ct scans after neoadjuvant chemoradiation have a low yield in influencing treatment decisions. Therefore, the utility of these routine scans appears limited based on the available evidence.",yes,yes,True,0.12,0.31,3.08,3.51
25445712,Does pancreatic polypeptide regulate glucagon release through PPYR1 receptors expressed in mouse and human alpha-cells?,"The ppyr1 receptor inhibits glucagon release, as demonstrated in isolated mouse pancreatic islets, and is expressed in alpha-cells of both mouse and human islets. The effects of pancreatic polypeptide on glucagon secretion are influenced by the activity of the ppyr1 receptor, which modulates this hormone's secretion. Immunohistochemistry and quantitative rt-pcr confirmed ppyr1 expression in alpha-cells, and glucose stimulation increases pancreatic polypeptide release, which can affect hormone secretion. Therefore, pancreatic polypeptide likely regulates glucagon release through PPYR1 receptors expressed in mouse and human alpha-cells.",yes,yes,True,0.12,0.26,2.08,2.46
25440267,Is increased time from neoadjuvant chemoradiation to surgery associated with higher pathologic complete response rates in esophageal cancer?,"The impact of the timing of surgery on pathologic complete response rates in esophageal cancer was examined through a retrospective review of patients who underwent neoadjuvant chemoradiation and esophagectomy, with the timing significantly affecting the pathologic response to therapy. The interval between chemoradiation completion and surgery was identified as an important predictor of response rates, with a longer interval associated with higher pathologic complete response rates. This relationship was statistically significant, as indicated by a p-value of 0.03, and the timing was categorized based on quartiles to analyze its effect. Additionally, the impact of the timing of surgery was related to an increasing time interval from the end of neoadjuvant chemoradiation to surgery, which influences treatment outcomes. Therefore, increased time from neoadjuvant chemoradiation to surgery is associated with higher pathologic complete response rates in esophageal cancer.",yes,yes,True,0.06,0.24,2.57,2.87
25440261,Is epileptic focus localization based on resting state interictal MEG recordings feasible irrespective of the presence or absence of spikes?,"The focus was correctly localized based on maximum interictal information inflow in the presence or absence of interictal epileptic spikes in the data, indicating that epileptogenic focus localization is possible based on resting state connectivity analysis of magnetoencephalographic data. This analysis relies on methods such as generalized partial directed coherence and multivariate autoregressive models, which do not depend solely on the presence of spikes. Therefore, epileptic focus localization based on resting state interictal MEG recordings is feasible irrespective of whether spikes are present or absent.",yes,yes,True,0.08,0.09,1.77,1.94
25432826,Does seminal Helicobacter pylori treatment improve sperm motility in infertile asthenozoospermic men?,"A study involving 223 infertile men with asthenozoospermia found that treatment for Helicobacter pylori resulted in improvements in both progressive and nonprogressive sperm motility. The men were subjected to triple drug treatment, which aimed to reduce high levels of helicobacter pylori iga antibodies in their seminal fluid. After treatment, the mean levels of these antibodies significantly decreased from 1.55 ± 0.4 to 0.52 ± 0.26, with a p value of .001, and this decrease was associated with an improvement in sperm motility. The reduction in helicobacter pylori iga antibody levels demonstrated a significant negative correlation with sperm motility parameters, indicating that seminal Helicobacter pylori treatment can improve sperm motility in infertile asthenozoospermic men.",yes,yes,True,0.12,0.2,2.24,2.56
25447994,Does a migrating ciliary gate compartmentalize the site of axoneme assembly in Drosophila spermatids?,"The conserved module of transition zone proteins, including centrosomal protein 290 (cep290), forms a ciliary gate that continuously migrates away from the centriole in drosophila spermatids. This migrating ciliary gate compartmentalizes the growing axoneme tip, regulating entry into the ciliary compartment. The transition zone, associated with the axoneme, contains structures essential for its function and is involved in maintaining the integrity of the axoneme. Therefore, the migrating ciliary gate in drosophila spermatids does compartmentalize the site of axoneme assembly.",yes,yes,True,0.12,0.11,2.27,2.51
25453030,Is individual Public Transportation Accessibility Positively Associated with Self-Reported Active Commuting?,"The study found that individual public transportation accessibility is positively associated with self-reported active commuting, especially among respondents above 29 years of age, and this association is influenced by factors such as age, gender, and commute distance. Public transportation accessibility, calculated using a multi-modal network in a geographic information system, facilitates the use of public transportation and encourages active commuting, with high accessibility areas and women with high access showing significantly higher odds of active commuting. The association between accessibility and active commuting was not statistically significant for men and women with low accessibility, and it was also affected by commute distance, age, and gender. Public transportation accessibility area based on stops within walking and cycling distance was positively linked to active commuting, and improved accessibility is associated with higher rates of active commuting among commuters. Overall, better individual public transportation accessibility is linked to increased active commuting behaviors, which can contribute to lower chronic disease risk.",yes,yes,True,0.09,0.21,2.44,2.74
25444989,Is congenital penile pathology associated with abnormal development of the dartos muscle : a prospective study of primary penile surgery at a tertiary referral center?,"Tissue samples were collected from 113 children undergoing primary penile surgery for hypospadias, epispadias, or buried penis. The study involved a prospective analysis of these cases at a tertiary referral center. Although the outline does not explicitly mention the dartos muscle, the focus on primary penile surgery for congenital conditions suggests an investigation into developmental abnormalities. Therefore, the study likely explores whether congenital penile pathologies are associated with abnormal development of structures such as the dartos muscle.",maybe,yes,False,0.09,0.04,1.68,1.82
25444981,Is δNp63 expression a protective factor of progression in clinical high grade T1 bladder cancer?,"The study aimed to evaluate the role of total p63, p53, and δNp63 expression in cases of clinically high grade T1 bladder cancer progression. It analyzed 134 tumors, including 49 of stage T1, with immunohistochemistry, to assess molecular markers' impact on treatment decisions and outcomes. The findings suggest that δNp63 expression was evaluated as part of understanding tumor progression, but the outline does not specify whether δNp63 is a protective factor. Therefore, based on the provided information, δNp63 expression's role as a protective factor in progression remains unclear.",maybe,yes,False,0.07,0.25,2.34,2.66
25436308,Do high levels of procalcitonin in the early phase after pediatric liver transplantation indicate poor postoperative outcome?,"High procalcitonin levels are associated with worse outcomes in pediatric liver transplant recipients, including longer stays in the pediatric intensive care unit and longer durations of mechanical ventilation. Elevated procalcitonin levels on postoperative day 2 are linked to higher international normalized ratio values and increased morbidity, indicating potential complications. These levels are correlated with the elevation of serum aminotransferases, which reflect liver function issues, and with peak serum lactate levels, further suggesting a poorer prognosis. Although procalcitonin elevation is relevant for early postoperative assessment, there is no direct evidence linking high procalcitonin levels immediately after transplantation to poor postoperative outcomes.",maybe,yes,False,0.13,0.22,2.01,2.37
25436304,Is decreased expression of liver-type fatty acid-binding protein associated with poor prognosis in hepatocellular carcinoma?,"The expression of liver-type fatty acid-binding protein (l-fabp) in hepatocellular carcinoma (hcc) is significantly associated with prognosis, with low l-fabp expression linked to a worse outcome. Patients with high l-fabp expression showed a better prognosis than those with low expression, with a p-value of 0.008, and low l-fabp expression is associated with recurrence (p-value of 0.004). Immunohistochemistry analysis revealed that 47% of hcc samples exhibited weak or no immunoreactivity of l-fabp, which correlates with poorer prognosis. Additionally, recurrence of hepatocellular carcinoma is more common in patients with low l-fabp expression, and weak or no immunoreactivity is linked to recurrence. Therefore, decreased expression of liver-type fatty acid-binding protein is associated with poor prognosis in hepatocellular carcinoma.",yes,yes,True,0.07,0.22,2.56,2.85
25446283,Does ephrin type-B receptor 4 activation reduce neointimal hyperplasia in human saphenous vein in vitro?,"Stimulation of eph-b4 with ephrin-b2 has been shown to prevent neointimal hyperplasia in murine vein grafts, and the study investigates whether eph-b4 in adult human veins can similarly prevent neointimal hyperplasia in vitro. Human saphenous veins were treated with ephrin-b2/fc, which can activate eph-b4 signaling pathways, and this activation was examined with immunofluorescence after arterial shear stress. The application of ephrin-b2/fc stimulated phosphorylation of eph-b4 and increased nitric oxide release from human umbilical vein endothelial cells, indicating activation of downstream signaling pathways. The effects of ephrin-b2/fc on human umbilical vein endothelial cells were examined using various assays, including nitric oxide release measurements. Therefore, ephrin type-B receptor 4 activation appears to reduce neointimal hyperplasia in human saphenous vein in vitro.",yes,yes,True,0.08,0.15,2.63,2.87
25438665,Are low serum levels of vitamin D associated with post-stroke depression?,"Low serum levels of vitamin D are associated with patients experiencing post-stroke depression, with significantly lower vitamin D levels observed in these patients compared to stroke patients without depression and healthy controls. Research indicates that vitamin D levels of 37.1 nanomoles per liter or less are strongly linked to an increased risk of post-stroke depression, with an odds ratio of 8.824 and a p-value of 0.004, while levels of 64.1 nanomoles per liter or more are associated with a reduced risk, with an odds ratio of 0.127 and a p-value of 0.020. Additionally, low vitamin D levels are correlated with depressive symptoms and a higher Hamilton depression scale score of 7 or higher. These findings suggest that vitamin D deficiency may play a significant role in the development of post-stroke depression.",yes,yes,True,0.13,0.26,2.68,3.07
25447851,Are polymorphisms near TBX5 and GDF7 associated with increased risk for Barrett 's esophagus?,"The risk of Barrett's esophagus has been associated with single nucleotide polymorphisms on chromosome 6p21 within the human leukocyte antigen (hla) region, including SNP rs3072, which has an odds ratio of 1.14 and a highly significant p-value of 1.8×10^(-11). Additionally, SNP rs2701108, located on chromosome 12q24.21, has an odds ratio of 0.90 and a p-value of 7.5×10^(-9), and has been associated with SNPs near the foxf1 gene on chromosome 16q23. The SNP rs3784262, with an odds ratio of 0.90 and a p-value of 3.72×10^(-9), is also associated with Barrett's esophagus and esophageal adenocarcinoma. These findings suggest that polymorphisms near TBX5 and GDF7 are not specifically mentioned as associated with increased risk for Barrett's esophagus in the provided data.",no,yes,False,0.07,0.24,3.27,3.59
25435286,"Does danzhi Xiaoyao San ameliorate depressive-like behavior by shifting toward serotonin via the downregulation of hippocampal indoleamine 2,3-dioxygenase?","Danzhi Xiaoyao San (dxs) influences depressive-like behavior by shifting the balance from the kynurenine pathway to the serotonin pathway through downregulation of hippocampal indoleamine 2,3-dioxygenase (ido). It exerts its effects by downregulating the activity of ido and the production of kynurenine (kyn) in the hippocampus, which contributes to mood improvement. Additionally, dxs upregulates hippocampal contents of tryptophan and serotonin, and shifts the kynurenine to serotonin pathway toward the serotonin pathway through the downregulation of ido. It also significantly increases the number of crossings on the grid, sucrose consumption, and body weight in rats with depressive-like behavior. Therefore, dxs may ameliorate depressive-like behavior by promoting serotonin synthesis via hippocampal ido downregulation.",yes,yes,True,0.17,0.17,2.84,3.17
25429340,Is p63 more sensitive and specific than 34βE12 to differentiate adenocarcinoma of prostate from cancer mimickers?,"The study found that p63 and 34βE12 were negative in all prostate adenocarcinoma specimens, indicating that neither marker is sensitive for detecting prostate adenocarcinoma. However, p63 is used for differentiating benign prostate hyperplasia and high grade intraepithelial neoplasia, as it is expressed in benign conditions but absent in adenocarcinoma, whereas 34βE12 can help differentiate prostate adenocarcinoma from benign lesions due to its role as a basal cell marker. Both markers are expressed in benign prostate hyperplasia and high grade intraepithelial neoplasia, but are negative in prostate adenocarcinoma. The absence of basal cells in prostate adenocarcinoma, which basal cell markers can help identify, further aids in differentiation. Therefore, neither p63 nor 34βE12 is more sensitive or specific than the other for differentiating prostate adenocarcinoma from mimickers, as both are negative in all prostate adenocarcinoma specimens.",no,yes,False,0.09,0.3,2.89,3.28
25451441,Does poor sleep predict symptoms of depression and disability retirement due to depression?,"The onset of poor sleep predicts incident symptoms of depression and increases the risk of disability retirement due to depression, with odds ratios of 2.9, 4.5, and 9.5 indicating a strong association. Poor sleep, especially persistent poor sleep, has been linked to a higher likelihood of developing depression, as shown by significant odds ratios and confidence intervals. Additionally, poor sleep predicts disability retirement due to depression, with odds ratios of 2.5 and 2.7, and is associated with increased depression risk even among individuals with few recent stressful life events. Overall, poor sleep serves as a significant predictor of depression symptoms and related disability retirement.",yes,yes,True,0.13,0.17,2.35,2.65
25434319,Are phospholipase C epsilon 1 ( PLCE1 ) haplotypes associated with increased risk of gastric cancer in Kashmir Valley?,"Variants of phospholipase c epsilon 1 (plce1) are associated with an increased susceptibility to gastric cancer, as they have been analyzed for their association with gastric cancer risk using p values, which were statistically significant (p values of 0.001, 0.011, and 0.011). The haplotypes a2274223c3765524t7922612, g2274223c3765524t7922612, and g2274223t3765524c7922612 conferred high risk for gastric cancer with odds ratios of 6.29, 3.23, and 5.14, respectively, and had higher frequencies in gastric cancer patients. These haplotypes and specific SNPs are associated with gastric cancer, with the p values indicating statistically significant associations. The study involved genotyping of gastric cancer patients from Kashmir Valley to investigate these genetic factors. However, there was no significant modulation of gastric cancer risk by plce1 variants with smoking or excessive salted tea consumption.",yes,yes,True,0.09,0.16,2.64,2.88
25448803,Is tGFBI Expression in Cancer Stromal Cells Associated with Poor Prognosis and Hematogenous Recurrence in Esophageal Squamous Cell Carcinoma?,"A study of 102 esophageal squamous cell carcinoma samples revealed that high transforming growth factor-beta-induced protein (TGFBI) expression is related to increased migration and invasion capacity, with higher levels of TGFBI associated with more frequent hematogenous recurrence. The high TGFBI expression group, which consisted of 16 patients, had higher transforming growth factor-beta 1 (TGFB1) expression and was identified as an independent prognostic factor, indicating a poorer prognosis. TGFBI was mainly localized in stromal cells of esophageal squamous cell carcinoma, and its overexpression in cancer tissues was linked to clinical significance, including worse outcomes. Suppression of TGFBI in fibroblasts inhibited migration and invasion of esophageal squamous cell carcinoma cells, further supporting its role in promoting hematogenous spread. Therefore, TGFBI expression in cancer stromal cells is associated with poor prognosis and hematogenous recurrence in esophageal squamous cell carcinoma.",yes,yes,True,0.14,0.15,2.67,2.96
25437817,Are autoimmune features associated with chronic antibiotic-refractory pouchitis?,"Autoimmune features are associated with chronic antibiotic-refractory pouchitis, as evidenced by increased tissue infiltration by igg4-expressing plasma cells (87% in the chronic group versus 60% in the non-chronic group, p=0.004) and serum positivity for microsomal antibodies (25% in the chronic group versus 6.1% in the non-chronic group, p=0.003). Autoimmune thyroid disease occurs more frequently among patients with chronic antibiotic-refractory pouchitis (17 out of 31 patients), indicating a significant association. Increased infiltration by igg4-expressing plasma cells was detected in 54.8% of patients with chronic pouchitis, compared to 14.9% in those without, with a p value of 0.0001. Multivariate analysis identified expression of microsomal antibody and tissue infiltration by igg4-expressing plasma cells as risk factors, with odds ratios of 6.8 and 9.6, respectively. These findings suggest that autoimmune features are significantly linked to the presence of chronic antibiotic-refractory pouchitis.",yes,yes,True,0.12,0.3,3.18,3.6
25439493,Does identical ATP1A3 mutation cause alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism phenotypes?,"The atp1a3 gene mutation found in a child with alternating hemiplegia of childhood is identical to the mutation found in three cases of adult-onset rapid-onset dystonia parkinsonism, indicating that the same mutation can be associated with both phenotypes. The child with alternating hemiplegia of childhood tested positive for an atp1a3 gene mutation, which is similar to the mutation found in rapid-onset dystonia parkinsonism, although these are considered separate movement disorders with different dominant mutations in the atp1a3 gene. The atp1a3 gene encodes a subunit of the sodium-potassium transporter atpase, and mutations in this gene are associated with both conditions. While the mutation in the child with alternating hemiplegia of childhood had not been previously described in such cases, the presence of an identical mutation suggests a potential genetic link. Therefore, an identical ATP1A3 mutation can cause both alternating hemiplegia of childhood and rapid-onset dystonia parkinsonism phenotypes.",yes,yes,True,0.11,0.13,3.74,3.98
25450181,Does metabolic control analysis of the Trypanosoma cruzi peroxide detoxification pathway identify tryparedoxin as a suitable drug target?,"Metabolic control analysis was applied to the tryparedoxin-dependent peroxide detoxification pathway in trypanosoma cruzi to quantitatively prioritize drug targets by identifying its flux-controlling enzymes. The analysis established that the redox pairs txn-txnpx and txn-gpxa control 90-100% of the pathway flux, with trypanothione reductase (tryr) controlling approximately 10% of the flux. Tryparedoxin (txn) was found to be less efficient due to its high apparent km for trypanothione and low vmax values, indicating limited control over pathway flux. The pathway was reconstituted in vitro using enzyme activity ratios and fluxes similar to those observed in the parasites, and enzyme and substrate titrations were performed to determine their control on flux. Therefore, the analysis highlights tryparedoxin as a potential drug target within this pathway.",maybe,yes,False,0.12,0.3,2.65,3.08
25450186,Is basal Flt1 tyrosine kinase activity a positive regulator of endothelial survival and vascularization during zebrafish embryogenesis?,"The effects of vegfr-2/flk-1 (kdr) on vascular formation have been well described, and flt1 (vegfr-1) is studied in transgenic zebrafish expressing fli-1:egfp to observe its effects on vascular formation. The tyrosine kinase activity of flt1 is affected by calycosin, which competes with vri for the kinase domain without affecting ATP binding, as shown by molecular docking and kinase inhibition assays. Vri, a vegfr1/2 kinase inhibitor, influences flt1 tyrosine kinase activity and affects angiogenesis, with its blood vessel loss effects being impeded by flt1 morpholino injection. Additionally, vri treatment causes blood vessel loss, which calycosin co-treatment can impede. Therefore, basal flt1 tyrosine kinase activity appears to be a positive regulator of endothelial survival and vascularization during zebrafish embryogenesis.",yes,yes,True,0.09,0.16,3.04,3.29
25449231,Do immunizations with hepatitis B viral antigens and a TLR7/8 agonist adjuvant induce antigen-specific immune responses in HBV-transgenic mice?,"Mice immunized with hepatitis B viral antigens conjugated with a TLR7/8 agonist, such as cl097, generated serum detectable antibodies against hepatitis B surface antigen, with 76.9% of hepatitis b virus-1.3 genome-eq mice producing these antibodies. Splenocytes from immunized mice contained hepatitis B surface antigen-specific interferon gamma-producing CD4-positive and CD8-positive T-cells, indicating an antigen-specific cellular immune response. Naïve normal mice that received splenocytes from immunized mice also generated immediate recall immune responses, further supporting the induction of specific immunity. These findings demonstrate that immunizations with hepatitis B viral antigens and a TLR7/8 agonist adjuvant induce both humoral and cellular antigen-specific immune responses in HBV-transgenic mice.",yes,yes,True,0.09,0.34,2.52,2.96
